city,district,lat,lon
Thành phố Đà Nẵng,Quận Ngũ Hành Sơn,108.216755174,15.9566470500001
Thành phố Đà Nẵng,Quận Cẩm Lệ,108.155869777,15.971823688
Thành phố Đà Nẵng,Huyện Hòa Vang,107.81867521,15.918110728
Thành phố Đà Nẵng,Huyện Hoàng Sa,111.206695674,15.7776774770001
Tỉnh Quảng Nam,Thành phố Tam Kỳ,108.441684723,15.509259319
Tỉnh Quảng Nam,Thành phố Hội An,108.289756947,15.811268043
Tỉnh Quảng Nam,Huyện Tây Giang,107.210226215,15.7252397300001
Tỉnh Quảng Nam,Huyện Đông Giang,107.587661339,15.757776979
Tỉnh Quảng Nam,Huyện Đại Lộc,107.800693575,15.7201398930001
Tỉnh Quảng Nam,Thị xã Điện Bàn,108.129145993,15.8300153180001
Tỉnh Quảng Nam,Huyện Duy Xuyên,108.041324786,15.714130358
Tỉnh Quảng Nam,Huyện Quế Sơn,108.119046824,15.61937569
Tỉnh Quảng Nam,Huyện Nam Giang,107.249630668,15.3860517700001
Tỉnh Quảng Nam,Huyện Phước Sơn,107.659899726,15.1930158750001
Tỉnh Quảng Nam,Huyện Hiệp Đức,107.948443512,15.3920417960001
Tỉnh Quảng Nam,Huyện Thăng Bình,108.21768621,15.583417098
Tỉnh Quảng Nam,Huyện Tiên Phước,108.128271853,15.3798737390001
Tỉnh Quảng Nam,Huyện Bắc Trà My,107.945402891,15.118279054
Tỉnh Quảng Nam,Huyện Nam Trà My,107.927393194,14.9511242190001
Tỉnh Quảng Nam,Huyện Núi Thành,108.421712528,15.308205441
Tỉnh Quảng Nam,Huyện Phú Ninh,108.317392772,15.392396266
Tỉnh Quảng Nam,Huyện Nông Sơn,107.837588342,15.536513717
Tỉnh Quảng Ngãi,Thành phố Quảng Ngãi,108.758754105,15.0941452600001
Tỉnh Quảng Ngãi,Huyện Bình Sơn,108.576945011,15.198066715
Tỉnh Quảng Ngãi,Huyện Trà Bồng,108.359847335,15.1034834880001
Tỉnh Quảng Ngãi,Huyện Sơn Tịnh,108.57699477,15.1270442640001
Tỉnh Quảng Ngãi,Huyện Tư Nghĩa,108.614751837,15.0195484980001
Tỉnh Quảng Ngãi,Huyện Sơn Hà,108.319955292,14.790202654
Tỉnh Quảng Ngãi,Huyện Sơn Tây,108.235223317,14.8218037120001
Tỉnh Quảng Ngãi,Huyện Minh Long,108.576527487,14.8500939190001
Tỉnh Quảng Ngãi,Huyện Nghĩa Hành,108.687954116,14.847161317
Tỉnh Quảng Ngãi,Huyện Mộ Đức,108.791349136,14.8786275630001
Tỉnh Quảng Ngãi,Thị xã Đức Phổ,108.816609297,14.578635653
Tỉnh Quảng Ngãi,Huyện Ba Tơ,108.480725808,14.5329867460001
Tỉnh Quảng Ngãi,Huyện Lý Sơn,109.077680963,15.3686640660001
Tỉnh Bình Định,Thành phố Quy Nhơn,109.090094913,13.6037171460001
Tỉnh Bình Định,Huyện An Lão,108.62791118,14.365305103
Tỉnh Bình Định,Thị xã Hoài Nhơn,108.939127911,14.3555070400001
Tỉnh Bình Định,Huyện Hoài Ân,108.774048641,14.1430482590001
Tỉnh Bình Định,Huyện Phù Mỹ,108.964290771,14.081931657
Tỉnh Bình Định,Huyện Vĩnh Thạnh,108.602247652,14.020543063
Tỉnh Bình Định,Huyện Tây Sơn,108.744586207,13.7535931050001
Tỉnh Bình Định,Huyện Phù Cát,108.868384339,13.9016399440001
Tỉnh Bình Định,Thị xã An Nhơn,108.950810662,13.7523999220001
Tỉnh Bình Định,Huyện Tuy Phước,109.054951533,13.744894759
Tỉnh Bình Định,Huyện Vân Canh,108.814085825,13.515079563
Tỉnh Phú Yên,Thành phố Tuy Hoà,109.178315962,13.01446895
Tỉnh Phú Yên,Thị xã Sông Cầu,109.091509263,13.3598123900001
Tỉnh Phú Yên,Huyện Đồng Xuân,108.703570266,13.2397294460001
Tỉnh Phú Yên,Huyện Tuy An,109.092975078,13.1426249260001
Tỉnh Phú Yên,Huyện Sơn Hòa,108.75600853,13.0105012970001
Tỉnh Phú Yên,Huyện Sông Hinh,108.673091784,12.7054069060001
Tỉnh Phú Yên,Huyện Tây Hoà,109.002284683,12.7805471790001
Tỉnh Phú Yên,Huyện Phú Hoà,109.079098593,12.983638442
Tỉnh Phú Yên,Thị xã Đông Hòa,109.271989383,12.8259088830001
Tỉnh Khánh Hòa,Thành phố Nha Trang,109.110859607,12.141705888
Tỉnh Khánh Hòa,Thành phố Cam Ranh,108.999888976,11.7691540590001
Tỉnh Khánh Hòa,Huyện Cam Lâm,108.940500209,11.9370226360001
Tỉnh Khánh Hòa,Huyện Vạn Ninh,109.085174793,12.5471254330001
Tỉnh Khánh Hòa,Thị xã Ninh Hòa,108.87079298,12.3436084190001
Tỉnh Khánh Hòa,Huyện Khánh Vĩnh,108.669676534,12.0876628390001
Tỉnh Khánh Hòa,Huyện Diên Khánh,108.933358723,12.166892368
Tỉnh Khánh Hòa,Huyện Khánh Sơn,108.78347907,11.9156160680001
Tỉnh Khánh Hòa,Huyện Trường Sa,111.916566933,7.89146445900008
Tỉnh Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,108.91713535,11.5303530800001
Tỉnh Ninh Thuận,Huyện Bác Ái,108.660305197,11.6582590200001
Tỉnh Ninh Thuận,Huyện Ninh Sơn,108.552482227,11.5000615010001
Tỉnh Ninh Thuận,Huyện Ninh Hải,108.956036507,11.5631709240001
Tỉnh Ninh Thuận,Huyện Ninh Phước,108.733211349,11.468357144
Tỉnh Ninh Thuận,Huyện Thuận Bắc,108.968422962,11.6283356450001
Tỉnh Ninh Thuận,Huyện Thuận Nam,108.664007794,11.3068508700001
Tỉnh Bình Thuận,Thành phố Phan Thiết,107.993129789,10.778233073
Tỉnh Bình Thuận,Thị xã La Gi,107.691767663,10.6312795490001
Tỉnh Bình Thuận,Huyện Tuy Phong,108.500716797,11.127061229
Tỉnh Bình Thuận,Huyện Bắc Bình,108.105878079,10.996347488
Tỉnh Bình Thuận,Huyện Hàm Thuận Bắc,107.801648618,10.9405340180001
Tỉnh Bình Thuận,Huyện Hàm Thuận Nam,107.755490154,10.694509327
Tỉnh Bình Thuận,Huyện Tánh Linh,107.507892347,10.90795035
Tỉnh Bình Thuận,Huyện Đức Linh,107.394570011,11.006974406
Tỉnh Bình Thuận,Huyện Hàm Tân,107.503884435,10.569552936
Tỉnh Bình Thuận,Huyện Phú Quí,108.869774159242,9.96425497900003
Tỉnh Kon Tum,Thành phố Kon Tum,107.850029875,14.2283719220001
Tỉnh Kon Tum,Huyện Đắk Glei,107.466419461,14.8565144510001
Tỉnh Kon Tum,Huyện Ngọc Hồi,107.507084237,14.5032072880001
Tỉnh Kon Tum,Huyện Đắk Tô,107.701782718,14.521173983
Tỉnh Kon Tum,Huyện Kon Plông,108.125137675,14.543699862
Tỉnh Kon Tum,Huyện Kon Rẫy,108.059422475,14.33405293
Tỉnh Kon Tum,Huyện Đắk Hà,107.86137928,14.3971901250001
Tỉnh Kon Tum,Huyện Sa Thầy,107.419099232,13.9960801890001
Tỉnh Kon Tum,Huyện Tu Mơ Rông,107.775308597,14.7375804500001
Tỉnh Kon Tum,Huyện Ia H' Drai,107.332476685,13.9209134330001
Tỉnh Gia Lai,Thành phố Pleiku,107.839910552,13.8338416880001
Tỉnh Gia Lai,Thị xã An Khê,108.625042089,13.915355216
Tỉnh Gia Lai,Thị xã Ayun Pa,108.310726941,13.1806772780001
Tỉnh Gia Lai,Huyện KBang,108.291231382,13.9996691710001
Tỉnh Gia Lai,Huyện Đăk Đoa,107.997993546,13.8347693920001
Tỉnh Gia Lai,Huyện Chư Păh,107.658267857,14.0518078710001
Tỉnh Gia Lai,Huyện Ia Grai,107.454776586,13.8412842320001
Tỉnh Gia Lai,Huyện Mang Yang,108.161290216,13.672814139
Tỉnh Gia Lai,Huyện Kông Chro,108.350298407,13.554775681
Tỉnh Gia Lai,Huyện Đức Cơ,107.450321162,13.6180654390001
Tỉnh Gia Lai,Huyện Chư Prông,107.574084674,13.3042026530001
Tỉnh Gia Lai,Huyện Chư Sê,107.971554984,13.5329211280001
Tỉnh Gia Lai,Huyện Đăk Pơ,108.414666215,13.7896364900001
Tỉnh Gia Lai,Huyện Ia Pa,108.282157846,13.360080285
Tỉnh Gia Lai,Huyện Krông Pa,108.43680237,12.995682985
Tỉnh Gia Lai,Huyện Phú Thiện,108.20220672,13.3462981640001
Tỉnh Gia Lai,Huyện Chư Pưh,107.919179101,13.3730002340001
Tỉnh Đắk Lắk,Thành phố Buôn Ma Thuột,107.892030286,12.5534823630001
Tỉnh Đắk Lắk,Thị Xã Buôn Hồ,108.187613867,12.752580112
Tỉnh Đắk Lắk,Huyện Ea H'leo,107.954834474,13.0471176880001
Tỉnh Đắk Lắk,Huyện Ea Súp,107.512842121,12.9615896190001
Tỉnh Đắk Lắk,Huyện Buôn Đôn,107.484515791,12.6684540470001
Tỉnh Đắk Lắk,Huyện Cư M'gar,107.917006664,12.715632312
Tỉnh Đắk Lắk,Huyện Krông Búk,108.096153528,12.900506169
Tỉnh Đắk Lắk,Huyện Krông Năng,108.274052361,12.840490964
Tỉnh Đắk Lắk,Huyện Ea Kar,108.371619413,12.5728714140001
Tỉnh Đắk Lắk,Huyện M'Đrắk,108.58219412,12.45302847
Tỉnh Đắk Lắk,Huyện Krông Bông,108.176226389,12.2768578660001
Tỉnh Đắk Lắk,Huyện Krông Pắc,108.131526293,12.5362216250001
Tỉnh Đắk Lắk,Huyện Krông A Na,107.886654404,12.3976002090001
Tỉnh Đắk Lắk,Huyện Lắk,107.912583331,12.161139242
Tỉnh Đắk Lắk,Huyện Cư Kuin,108.060532585,12.490786009
Tỉnh Đắk Nông,Thành phố Gia Nghĩa,107.576691193,11.8854656390001
Tỉnh Đắk Nông,Huyện Đăk Glong,107.716343743,11.790252148
Tỉnh Đắk Nông,Huyện Cư Jút,107.558778018,12.549360361
Tỉnh Đắk Nông,Huyện Đắk Mil,107.54334922,12.338778819
Tỉnh Đắk Nông,Huyện Krông Nô,107.700001426,12.188264561
Tỉnh Đắk Nông,Huyện Đắk Song,107.437137525,12.044072602
Tỉnh Đắk Nông,Huyện Đắk R'Lấp,107.366398101,11.7491384620001
Tỉnh Đắk Nông,Huyện Tuy Đức,107.20459804,11.9329049200001
Tỉnh Lâm Đồng,Thành phố Đà Lạt,108.315380038,11.8093427530001
Tỉnh Lâm Đồng,Thành phố Bảo Lộc,107.696171778,11.4386147050001
Tỉnh Lâm Đồng,Huyện Đam Rông,107.963383524,11.8537520460001
Tỉnh Lâm Đồng,Huyện Lạc Dương,108.275805911,11.9254886630001
Tỉnh Lâm Đồng,Huyện Lâm Hà,107.969073208,11.6502486320001
Tỉnh Lâm Đồng,Huyện Đơn Dương,108.392397816,11.639727141
Tỉnh Lâm Đồng,Huyện Đức Trọng,108.215169488,11.5054667250001
Tỉnh Lâm Đồng,Huyện Di Linh,107.873902274,11.215566645
Tỉnh Lâm Đồng,Huyện Bảo Lâm,107.4854843,11.357380296
Tỉnh Lâm Đồng,Huyện Đạ Huoai,107.474950854,11.3224853410001
Tỉnh Lâm Đồng,Huyện Đạ Tẻh,107.396813271,11.419190132
Tỉnh Lâm Đồng,Huyện Cát Tiên,107.265863652,11.5151087730001
Tỉnh Bình Phước,Thị xã Phước Long,106.922892892,11.773532415
Tỉnh Bình Phước,Thành phố Đồng Xoài,106.755323456,11.460987215
Tỉnh Bình Phước,Thị xã Bình Long,106.496085675,11.603666348
Tỉnh Bình Phước,Huyện Bù Gia Mập,106.748496471,11.8226067460001
Tỉnh Bình Phước,Huyện Lộc Ninh,106.410852572,11.6576249250001
Tỉnh Bình Phước,Huyện Bù Đốp,106.670305982,11.8796603500001
Tỉnh Bình Phước,Huyện Hớn Quản,106.422743569,11.4678874470001
Tỉnh Bình Phước,Huyện Đồng Phú,106.764758621,11.3015604230001
Tỉnh Bình Phước,Huyện Bù Đăng,107.048576339,11.501133839
Tỉnh Bình Phước,Huyện Chơn Thành,106.539299444,11.35450525
Tỉnh Bình Phước,Huyện Phú Riềng,106.740945919,11.6049414190001
Tỉnh Tây Ninh,Thành phố Tây Ninh,106.070418678,11.29391679
Tỉnh Tây Ninh,Huyện Tân Biên,105.807316673,11.392147719
Tỉnh Tây Ninh,Huyện Tân Châu,106.105954194,11.408027552
Tỉnh Tây Ninh,Huyện Dương Minh Châu,106.138217778,11.188358984
Tỉnh Tây Ninh,Huyện Châu Thành,105.86222287,11.1796866830001
Tỉnh Tây Ninh,Thị xã Hòa Thành,106.087552453,11.2098457540001
Tỉnh Tây Ninh,Huyện Gò Dầu,106.138657424,11.0470545470001
Tỉnh Tây Ninh,Huyện Bến Cầu,106.013977023,11.0527215590001
Tỉnh Tây Ninh,Thị xã Trảng Bàng,106.160750493,10.962814398
Tỉnh Bình Dương,Thành phố Thủ Dầu Một,106.595185996,10.93960652
Tỉnh Bình Dương,Huyện Bàu Bàng,106.498923041,11.153142256
Tỉnh Bình Dương,Huyện Dầu Tiếng,106.326752365,11.1355553270001
Tỉnh Bình Dương,Thị xã Bến Cát,106.508040909,11.0350407070001
Tỉnh Bình Dương,Huyện Phú Giáo,106.643914862,11.1877150330001
Tỉnh Bình Dương,Thị xã Tân Uyên,106.677918156,11.019800495
Tỉnh Bình Dương,Thành phố Dĩ An,106.735550666,10.8641862530001
Tỉnh Bình Dương,Thành phố Thuận An,106.65000669,10.8660432510001
Tỉnh Bình Dương,Huyện Bắc Tân Uyên,106.683845458,10.959289035
Tỉnh Đồng Nai,Thành phố Biên Hòa,106.762354395,10.8224606470001
Tỉnh Đồng Nai,Thành phố Long Khánh,107.157610914,10.845783399
Tỉnh Đồng Nai,Huyện Tân Phú,107.175719332,11.1763839400001
Tỉnh Đồng Nai,Huyện Vĩnh Cửu,106.774784613,10.9737637420001
Tỉnh Đồng Nai,Huyện Định Quán,107.108667803,11.0242144650001
Tỉnh Đồng Nai,Huyện Trảng Bom,106.904373785,10.8589327560001
Tỉnh Đồng Nai,Huyện Thống Nhất,107.05870984,10.8489349920001
Tỉnh Đồng Nai,Huyện Cẩm Mỹ,107.072445733,10.6689515410001
Tỉnh Đồng Nai,Huyện Long Thành,106.864613819,10.643651418
Tỉnh Đồng Nai,Huyện Xuân Lộc,107.237813511,10.7654035910001
Tỉnh Đồng Nai,Huyện Nhơn Trạch,106.751401199,10.5790132560001
Tỉnh Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,107.036188376,10.322885586
Tỉnh Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,107.113041711,10.454550441
Tỉnh Bà Rịa - Vũng Tàu,Huyện Châu Đức,107.136190551,10.537454128
Tỉnh Bà Rịa - Vũng Tàu,Huyện Xuyên Mộc,107.340872677,10.4565741480001
Tỉnh Bà Rịa - Vũng Tàu,Huyện Long Điền,107.169749134,10.3775407370001
Tỉnh Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,107.238727618,10.3795338900001
Tỉnh Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,106.996538794,10.4676429830001
Tỉnh Bà Rịa - Vũng Tàu,Huyện Côn Đảo,106.081159102,8.57782026100006
Thành phố Hồ Chí Minh,Quận 1,106.681156818,10.753508218
Thành phố Hồ Chí Minh,Quận 12,106.603695019,10.818621212
Thành phố Hồ Chí Minh,Quận Gò Vấp,106.632544902,10.809818518
Thành phố Hồ Chí Minh,Quận Bình Thạnh,106.683803633,10.7853255900001
Thành phố Hồ Chí Minh,Quận Tân Bình,106.627602431,10.7683194570001
Thành phố Hồ Chí Minh,Quận Tân Phú,106.607282706,10.7583595150001
Thành phố Hồ Chí Minh,Quận Phú Nhuận,106.666341518,10.7883234670001
Thành phố Hồ Chí Minh,Thành phố Thủ Đức,106.708245348,10.740843193
Thành phố Hồ Chí Minh,Quận 3,106.664533209,10.765653683
Thành phố Hồ Chí Minh,Quận 10,106.656045336,10.758518093
Thành phố Hồ Chí Minh,Quận 11,106.634230656,10.7535622020001
Thành phố Hồ Chí Minh,Quận 4,106.684533249,10.750773372
Thành phố Hồ Chí Minh,Quận 5,106.650529755,10.74620507
Thành phố Hồ Chí Minh,Quận 6,106.621064916,10.730007342
Thành phố Hồ Chí Minh,Quận 8,106.597742436,10.6924885180001
Thành phố Hồ Chí Minh,Quận Bình Tân,106.558880575,10.7109577840001
Thành phố Hồ Chí Minh,Quận 7,106.689750926,10.6976063280001
Thành phố Hồ Chí Minh,Huyện Củ Chi,106.356874837,10.914529492
Thành phố Hồ Chí Minh,Huyện Hóc Môn,106.495712261,10.8254685950001
Thành phố Hồ Chí Minh,Huyện Bình Chánh,106.463746007,10.6266417250001
Thành phố Hồ Chí Minh,Huyện Nhà Bè,106.673397426,10.576264054
Thành phố Hồ Chí Minh,Huyện Cần Giờ,106.735447338,10.377192445
Tỉnh Long An,Thành phố Tân An,106.34773127,10.475860261
Tỉnh Long An,Thị xã Kiến Tường,105.81768427,10.691772171
Tỉnh Long An,Huyện Tân Hưng,105.499035248,10.653567588
Tỉnh Long An,Huyện Vĩnh Hưng,105.6381213,10.731326906
Tỉnh Long An,Huyện Mộc Hóa,105.921149118,10.652395841
Tỉnh Long An,Huyện Tân Thạnh,105.807975771,10.522622884
Tỉnh Long An,Huyện Thạnh Hóa,106.035964971,10.5750993120001
Tỉnh Long An,Huyện Đức Huệ,106.135768992,10.741991448
Tỉnh Long An,Huyện Đức Hòa,106.270403748,10.740388642
Tỉnh Long An,Huyện Bến Lức,106.332092986,10.5888951050001
Tỉnh Long An,Huyện Thủ Thừa,106.229855226,10.543058473
Tỉnh Long An,Huyện Tân Trụ,106.437575367,10.4602289150001
Tỉnh Long An,Huyện Cần Đước,106.483138227,10.4359051330001
Tỉnh Long An,Huyện Cần Giuộc,106.541609896,10.496609816
Tỉnh Long An,Huyện Châu Thành,106.414080641,10.3956199950001
Tỉnh Tiền Giang,Thành phố Mỹ Tho,106.287625045,10.3189691380001
Tỉnh Tiền Giang,Thị xã Gò Công,106.584109209,10.3347983400001
Tỉnh Tiền Giang,Thị xã Cai Lậy,106.084322178,10.3511319940001
Tỉnh Tiền Giang,Huyện Tân Phước,106.090008536,10.4295343920001
Tỉnh Tiền Giang,Huyện Cái Bè,105.815813145,10.274021277
Tỉnh Tiền Giang,Huyện Cai Lậy,106.000588253,10.276724573
Tỉnh Tiền Giang,Huyện Châu Thành,106.178892935,10.3138809610001
Tỉnh Tiền Giang,Huyện Chợ Gạo,106.345453128,10.2978561580001
Tỉnh Tiền Giang,Huyện Gò Công Tây,106.515209827,10.2760283600001
Tỉnh Tiền Giang,Huyện Gò Công Đông,106.660495565,10.265624314
Tỉnh Tiền Giang,Huyện Tân Phú Đông,106.475630969,10.194952911
Tỉnh Bến Tre,Thành phố Bến Tre,106.319064134,10.190480281
Tỉnh Bến Tre,Huyện Châu Thành,106.142478983,10.2371201880001
Tỉnh Bến Tre,Huyện Chợ Lách,106.028762448,10.1485858770001
Tỉnh Bến Tre,Huyện Mỏ Cày Nam,106.276735482,9.96628154500007
Tỉnh Bến Tre,Huyện Giồng Trôm,106.357445086,10.025131979
Tỉnh Bến Tre,Huyện Bình Đại,106.440171659,10.043674369
Tỉnh Bến Tre,Huyện Ba Tri,106.47022932,9.95757197200004
Tỉnh Bến Tre,Huyện Thạnh Phú,106.400595335,9.79530306600003
Tỉnh Bến Tre,Huyện Mỏ Cày Bắc,106.21936504,10.07253766
Tỉnh Trà Vinh,Thành phố Trà Vinh,106.301646009,9.88656022100002
Tỉnh Trà Vinh,Huyện Càng Long,106.112725113,9.86030752600004
Tỉnh Trà Vinh,Huyện Cầu Kè,105.953660628,9.75487480400005
Tỉnh Trà Vinh,Huyện Tiểu Cần,106.099521382,9.72640928300007
Tỉnh Trà Vinh,Huyện Châu Thành,106.219797311,9.76578013800003
Tỉnh Trà Vinh,Huyện Cầu Ngang,106.324596678,9.67806600700004
Tỉnh Trà Vinh,Huyện Trà Cú,106.132778801,9.60237161500004
Tỉnh Trà Vinh,Huyện Duyên Hải,106.271923155,9.52732079100002
Tỉnh Trà Vinh,Thị xã Duyên Hải,106.439988568,9.56574638400002
Tỉnh Đồng Tháp,Thành phố Cao Lãnh,105.557915499,10.4062315910001
Tỉnh Đồng Tháp,Thành phố Sa Đéc,105.704629874,10.2612269430001
Tỉnh Đồng Tháp,Thành phố Hồng Ngự,105.310593473,10.751492931
Tỉnh Đồng Tháp,Huyện Tân Hồng,105.370375773,10.7846435760001
Tỉnh Đồng Tháp,Huyện Hồng Ngự,105.188918283,10.6924539620001
Tỉnh Đồng Tháp,Huyện Tam Nông,105.355949412,10.6479551950001
Tỉnh Đồng Tháp,Huyện Tháp Mười,105.6357357,10.3660230080001
Tỉnh Đồng Tháp,Huyện Cao Lãnh,105.553639833,10.2892884940001
Tỉnh Đồng Tháp,Huyện Thanh Bình,105.339127205,10.5155680390001
Tỉnh Đồng Tháp,Huyện Lấp Vò,105.487621347,10.2786576930001
Tỉnh Đồng Tháp,Huyện Lai Vung,105.558021317,10.1340348410001
Tỉnh Đồng Tháp,Huyện Châu Thành,105.705310306,10.1489114020001
Tỉnh An Giang,Thành phố Long Xuyên,105.359947451,10.30307759
Tỉnh An Giang,Thành phố Châu Đốc,105.022797379,10.6106905830001
Tỉnh An Giang,Huyện An Phú,105.028823972,10.710160936
Tỉnh An Giang,Thị xã Tân Châu,105.124632344,10.704728463
Tỉnh An Giang,Huyện Phú Tân,105.144189635,10.5413310970001
Tỉnh An Giang,Huyện Châu Phú,105.065214899,10.4352669900001
Tỉnh An Giang,Huyện Tịnh Biên,104.898405534,10.435325458
Tỉnh An Giang,Huyện Tri Tôn,104.778319178,10.2706140230001
Tỉnh An Giang,Huyện Châu Thành,105.112796894,10.3461364940001
Tỉnh An Giang,Huyện Chợ Mới,105.327145664,10.3345328990001
Tỉnh An Giang,Huyện Thoại Sơn,105.0951452,10.1835572730001
Tỉnh Kiên Giang,Thành phố Rạch Giá,105.051581126,9.93627527900003
Tỉnh Kiên Giang,Thành phố Hà Tiên,104.306118855,10.283403493
Tỉnh Kiên Giang,Huyện Kiên Lương,104.492379182,9.97633466700006
Tỉnh Kiên Giang,Huyện Hòn Đất,104.703638353,10.0362623980001
Tỉnh Kiên Giang,Huyện Tân Hiệp,105.107872911,9.95660663900003
Tỉnh Kiên Giang,Huyện Châu Thành,105.092449136,9.82935412800003
Tỉnh Kiên Giang,Huyện Giồng Riềng,105.199641224,9.79400135800006
Tỉnh Kiên Giang,Huyện Gò Quao,105.136333539,9.58766236100007
Tỉnh Kiên Giang,Huyện An Biên,104.915142318,9.69278261300008
Tỉnh Kiên Giang,Huyện An Minh,104.834587018,9.49408205700007
Tỉnh Kiên Giang,Huyện Vĩnh Thuận,105.136905312,9.39894559500004
Tỉnh Kiên Giang,Thành phố Phú Quốc,103.419762249,9.26284935800004
Tỉnh Kiên Giang,Huyện Kiên Hải,104.33608111,9.63344477000004
Tỉnh Kiên Giang,Huyện U Minh Thượng,105.028148802,9.47754283700004
Tỉnh Kiên Giang,Huyện Giang Thành,104.523662696,10.3433059660001
Thành phố Cần Thơ,Quận Ninh Kiều,105.717550185,9.99350216700003
Thành phố Cần Thơ,Quận Ô Môn,105.556716203,10.0404810910001
Thành phố Cần Thơ,Quận Bình Thuỷ,105.664720232,10.003517432
Thành phố Cần Thơ,Quận Cái Răng,105.723611631,9.95462628700005
Thành phố Cần Thơ,Quận Thốt Nốt,105.470790487,10.152295371
Thành phố Cần Thơ,Huyện Vĩnh Thạnh,105.225786387,10.100421888
Thành phố Cần Thơ,Huyện Cờ Đỏ,105.345963136,10.0253061380001
Thành phố Cần Thơ,Huyện Phong Điền,105.583146161,9.93889983300005
Thành phố Cần Thơ,Huyện Thới Lai,105.418289655,9.91912794800004
Tỉnh Hậu Giang,Thành phố Vị Thanh,105.328279413,9.67973211700007
Tỉnh Hậu Giang,Thành phố Ngã Bảy,105.766866415,9.76381984300002
Tỉnh Hậu Giang,Huyện Châu Thành A,105.532679408,9.86538303000003
Tỉnh Hậu Giang,Huyện Châu Thành,105.728186623,9.85981108600004
Tỉnh Hậu Giang,Huyện Phụng Hiệp,105.586242098,9.65411400400006
Tỉnh Hậu Giang,Huyện Vị Thuỷ,105.450518626,9.68811483800005
Tỉnh Hậu Giang,Huyện Long Mỹ,105.338061291,9.58238303900004
Tỉnh Hậu Giang,Thị xã Long Mỹ,105.546940954,9.60935180900003
Tỉnh Sóc Trăng,Thành phố Sóc Trăng,105.92876212,9.55938522100007
Tỉnh Sóc Trăng,Huyện Châu Thành,105.797209543,9.58921519000006
Tỉnh Sóc Trăng,Huyện Kế Sách,105.84344073,9.71060345200004
Tỉnh Sóc Trăng,Huyện Mỹ Tú,105.669345623,9.52409714600003
Tỉnh Sóc Trăng,Huyện Cù Lao Dung,106.073266054,9.50185107900006
Tỉnh Sóc Trăng,Huyện Long Phú,105.983001889,9.54195185300006
Tỉnh Sóc Trăng,Huyện Mỹ Xuyên,105.753624797,9.35307492100003
Tỉnh Sóc Trăng,Thị xã Ngã Năm,105.54391623,9.41098788900007
Tỉnh Sóc Trăng,Huyện Thạnh Trị,105.588389656,9.37754362000004
Tỉnh Sóc Trăng,Thị xã Vĩnh Châu,105.812480273,9.24470426500005
Tỉnh Sóc Trăng,Huyện Trần Đề,105.964438034,9.40164945400005
Tỉnh Bạc Liêu,Thành phố Bạc Liêu,105.679532189,9.19654415400004
Tỉnh Bạc Liêu,Huyện Hồng Dân,105.262055331,9.38152642900008
Tỉnh Bạc Liêu,Huyện Phước Long,105.248310984,9.27963159000007
Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,105.549698514,9.26040173400003
Tỉnh Bạc Liêu,Thị xã Giá Rai,105.232721452,9.17356455300006
Tỉnh Bạc Liêu,Huyện Đông Hải,105.245179139,9.01805618700007
Tỉnh Bạc Liêu,Huyện Hoà Bình,105.507256824,9.13566489400006
Tỉnh Cà Mau,Thành phố Cà Mau,105.096415964,9.08220981300008
Tỉnh Cà Mau,Huyện U Minh,104.821274431,9.18588030700005
Tỉnh Cà Mau,Huyện Thới Bình,104.959680889,9.20013014800003
Tỉnh Cà Mau,Huyện Trần Văn Thời,104.522193708,8.87962780300006
Tỉnh Cà Mau,Huyện Cái Nước,104.958944121,8.85200534700004
Tỉnh Cà Mau,Huyện Đầm Dơi,105.048611158,8.82329360400007
Tỉnh Cà Mau,Huyện Năm Căn,104.82089697,8.69112360200006
Tỉnh Cà Mau,Huyện Phú Tân,104.780659742,8.77229688700004
Tỉnh Cà Mau,Huyện Ngọc Hiển,104.71274165,8.38138655200004
